xlat,xlong,wsp_avg_150.0,xland_avg,wsp_max_150.0,xland_max,wsp_min_150.0,xland_min,wsp_stddev_150.0,xland_stddev
55.757427,0.116730,10.2934391267,2.0,36.864318,2,0.225636,2,4.902625860677057,0.0
56.292152,0.171997,10.4650286932,2.0,40.243394,2,0.124295,2,5.0040446914237595,0.0
54.693844,1.836823,10.2383303150,2.0,30.555926,2,0.220468,2,4.974627749481234,0.0
55.232292,-2.096954,8.8882371963,1.0,29.981392,1,0.231721,1,4.285021230018468,0.0
55.929482,-0.790924,10.1720838577,2.0,37.885909,2,0.204767,2,4.813926176576595,0.0
56.656303,2.959503,10.4338719534,2.0,40.175463,2,0.127646,2,5.119234522871888,0.0
55.142094,0.335052,10.0564609238,2.0,33.276879,2,0.307674,2,4.8489980379283315,0.0
55.720158,-3.446381,8.9534178922,1.0,35.840547,1,0.105397,1,4.4500519074820675,0.0
56.802372,4.022980,10.5810438271,2.0,41.757301,2,0.133572,2,4.961819907202378,0.0
54.035156,2.179169,10.1982856763,2.0,30.730268,2,0.047065,2,4.990042992216322,0.0
55.656708,-4.267059,9.1227267200,1.0,36.152387,1,0.205476,1,4.393346171806324,0.0
56.695824,2.193481,10.3875614000,2.0,42.919658,2,0.106966,2,5.2035784587585425,0.0
55.029789,-1.720947,8.6925181916,1.0,29.873810,1,0.117759,1,4.264086948333657,0.0
55.265087,-2.061218,9.2802655446,1.0,31.100990,1,0.077644,1,4.406114957536343,0.0
56.355637,0.750427,10.4561814256,2.0,40.721421,2,0.277217,2,5.0738157563268045,0.0
56.695068,3.399933,10.4741358813,2.0,42.661874,2,0.212917,2,5.042849225683957,0.0
54.072929,-1.539215,8.3429174621,1.0,31.006925,1,0.128193,1,4.274963290804079,0.0
54.295601,-1.337372,7.8753087468,1.0,27.203618,1,0.091463,1,3.8444839436578233,0.0
54.392853,-1.663391,8.2437065986,1.0,33.542357,1,0.253119,1,4.394331400862853,0.0
55.174095,0.128815,10.0197519801,2.0,32.867417,2,0.157976,2,4.830732117037122,0.0
55.645069,0.107788,10.2532990531,2.0,35.948311,2,0.141875,2,4.911717151529461,0.0
54.384922,-4.270691,9.6591904276,2.0,30.559182,2,0.092198,2,4.733394079414511,0.0
54.407997,0.491241,9.8965524550,2.0,29.821827,2,0.108790,2,4.796205433672944,0.0
